offer_idx,b,r_x,r_y,env_id,mu_true_mean,mu_true_noise,regret_t,EV,Q_star,o_star,regret_exp,ece,mismatch,policy_error,regret_bound_t,temperature,model,L_eff,C,rho,slack,covered,t,trial,cum_regret,cum_regret_bound,history_length,intervention_mode,intervention_applied
1,1,0,0,general,"[0.5, 0.5]","[0.5754519731100167, 0.42454802688998333]",1.25,2.25,3.5,0,1.25,0.0,0.47265321320381715,0.02734678679618287,2.0,0.8,gpt-4o,4,0.7142857142857143,1.6,0.75,True,1,0,1.25,2.0,5,non_target,False
0,0,4,4,general,"[0.5, 0.5]","[0.7258917777154578, 0.27410822228454224]",2.4997781622460025e-12,3.4999999999975,3.5,0,2.4997781622460025e-12,0.30000000000000004,0.017986209961091557,0.02734678679618287,1.0384748441719551,0.8,gpt-4o,4,0.7142857142857143,1038474844.1719551,1.0384748441694553,True,2,0,1.2500000000024998,3.0384748441719553,5,non_target,True
1,1,0,0,general,"[0.5, 0.5]","[0.3628198208517387, 0.6371801791482613]",2.4999999999974998,1.0000000000025,3.5,0,2.4999999999974998,0.0,0.9726532132028172,0.02734678679618287,3.999999999996,0.8,gpt-4o,4,0.7142857142857143,1.6,1.4999999999985003,True,3,0,3.7499999999999996,7.038474844167956,5,non_target,True
1,0,2,3,general,"[0.5, 0.5]","[0.474818132821633, 0.525181867178367]",2.4999999999974998,1.0000000000025,3.5,0,2.4999999999974998,0.19999999999999998,0.979308887728912,0.02734678679618287,4.598051269528951,0.8,gpt-4o,4,0.7142857142857143,1.8392205078134198,2.0980512695314513,True,4,0,6.249999999997499,11.636526113696906,5,non_target,True
0,0,4,4,general,"[0.5, 0.5]","[0.7250669927658224, 0.27493300723417763]",0.49999999999999956,3.0000000000000004,3.5,0,0.49999999999999956,0.0,0.1726532132038171,0.02734678679618287,0.7999999999999999,0.8,gpt-4o,4,0.7142857142857143,1.6000000000000012,0.3000000000000004,True,5,0,6.749999999997499,12.436526113696907,5,non_target,True
1,0,2,3,general,"[0.5, 0.5]","[0.6356353229130899, 0.3643646770869101]",2.4999999999974998,1.0000000000025,3.5,0,2.4999999999974998,0.09999999999999998,0.9762070576008355,0.02734678679618287,4.299929663302359,0.8,gpt-4o,4,0.7142857142857143,1.7199718653226639,1.7999296633048596,True,6,0,9.249999999994998,16.736455776999264,5,non_target,True
0,1,3,2,general,"[0.5, 0.5]","[0.7044086818433666, 0.2955913181566335]",2.4997781622460025e-12,3.4999999999975,3.5,0,2.4997781622460025e-12,0.09999999999999998,0.03141437103057016,0.02734678679618287,0.5207589170212977,0.8,gpt-4o,4,0.7142857142857143,520758917.0212977,0.520758917018798,True,7,0,9.249999999997497,17.25721469402056,5,non_target,True
0,0,4,4,general,"[0.5, 0.5]","[0.7684221490484271, 0.23157785095157293]",0.35725000000000007,3.14275,3.5,0,0.35725000000000007,0.07140000000000002,0.11813938242700114,0.02734678679618287,0.7859446768927361,0.8,gpt-4o,4,0.7142857142857143,2.1999850997697297,0.428694676892736,True,8,0,9.607249999997498,18.043159370913298,5,non_target,True
0,0,4,4,general,"[0.5, 0.5]","[0.6259097875447862, 0.3740902124552138]",2.4997781622460025e-12,3.4999999999975,3.5,0,2.4997781622460025e-12,0.125,0.03251944391483118,0.02734678679618287,0.5966077799869134,0.8,gpt-4o,4,0.7142857142857143,596607779.9869133,0.5966077799844136,True,9,0,9.607249999999997,18.639767150900212,5,non_target,True
0,1,3,2,general,"[0.5, 0.5]","[0.5008989002859634, 0.49910109971403666]",2.4997781622460025e-12,3.4999999999975,3.5,0,2.4997781622460025e-12,0.1667,0.03444677944909187,0.02734678679618287,0.7234599792668133,0.8,gpt-4o,4,0.7142857142857143,723459979.2668133,0.7234599792643135,True,10,0,9.607250000002496,19.363227130167026,5,non_target,True
1,1,0,0,general,"[0.5, 0.5]","[0.3373358801411138, 0.6626641198588862]",1.25,2.25,3.5,0,1.25,0.0,0.47265321320381715,0.02734678679618287,2.0,0.8,gpt-4o,4,0.7142857142857143,1.6,0.75,True,1,1,1.25,2.0,5,non_target,False
0,1,3,2,general,"[0.5, 0.5]","[0.37372900439184864, 0.6262709956081514]",2.0,1.5,3.5,0,2.0,0.19999999999999998,0.779308887729912,0.02734678679618287,3.798051269532951,0.8,gpt-4o,4,0.7142857142857143,1.8990256347664756,1.7980512695329511,True,2,1,3.25,5.798051269532952,5,non_target,True
1,1,0,0,general,"[0.5, 0.5]","[0.2462608554963892, 0.7537391445036108]",2.4999999999974998,1.0000000000025,3.5,0,2.4999999999974998,0.30000000000000004,0.9820137900369085,0.02734678679618287,4.894585164475223,0.8,gpt-4o,4,0.7142857142857143,1.9578340657920472,2.394585164477723,True,3,1,5.7499999999975,10.692636434008175,5,non_target,True
1,0,2,3,general,"[0.5, 0.5]","[0.5991375866224309, 0.4008624133775691]",2.4999999999974998,1.0000000000025,3.5,0,2.4999999999974998,0.499999999999,0.9864230830552365,0.02734678679618287,5.4836509079742495,0.8,gpt-4o,4,0.7142857142857143,2.1934603631918934,2.9836509079767497,True,4,1,8.249999999995,16.176287341982423,5,non_target,True
1,0,2,3,general,"[0.5, 0.5]","[0.07178762093411473, 0.9282123790658853]",2.0,1.5,3.5,0,2.0,0.25,0.7807077572756678,0.02734678679618287,3.946503890573117,0.8,gpt-4o,4,0.7142857142857143,1.9732519452865585,1.946503890573117,True,5,1,10.249999999995,20.12279123255554,5,non_target,True
0,1,3,2,general,"[0.5, 0.5]","[0.46399375130054443, 0.5360062486994556]",0.7500000000000004,2.7499999999999996,3.5,0,0.7500000000000004,0.09999999999999998,0.2762070576018354,0.02734678679618287,1.4999296633063586,0.8,gpt-4o,4,0.7142857142857143,1.9999062177418103,0.7499296633063581,True,6,1,10.999999999995,21.622720895861896,5,non_target,True
1,1,0,0,general,"[0.5, 0.5]","[0.18494633023339158, 0.8150536697666084]",2.4999999999974998,1.0000000000025,3.5,0,2.4999999999974998,0.19999999999999998,0.979308887728912,0.02734678679618287,4.598051269528951,0.8,gpt-4o,4,0.7142857142857143,1.8392205078134198,2.0980512695314513,True,7,1,13.4999999999925,26.220772165390848,5,non_target,True
1,0,2,3,general,"[0.5, 0.5]","[0.8488187048904017, 0.1511812951095983]",2.4999999999974998,1.0000000000025,3.5,0,2.4999999999974998,0.30000000000000004,0.9820137900369085,0.02734678679618287,4.894585164475223,0.8,gpt-4o,4,0.7142857142857143,1.9578340657920472,2.394585164477723,True,8,1,15.999999999989999,31.11535732986607,5,non_target,True
1,0,2,3,general,"[0.5, 0.5]","[0.7035068954555301, 0.2964931045444698]",1.5625,1.9375,3.5,0,1.5625,0.125,0.6020226300899744,0.02734678679618287,2.874620524687486,0.8,gpt-4o,4,0.7142857142857143,1.8397571357999911,1.312120524687486,True,9,1,17.56249999999,33.98997785455356,5,non_target,True
1,1,0,0,general,"[0.5, 0.5]","[0.3584812851635826, 0.6415187148364174]",2.0,1.5,3.5,0,2.0,0.19999999999999998,0.779308887729912,0.02734678679618287,3.798051269532951,0.8,gpt-4o,4,0.7142857142857143,1.8990256347664756,1.7980512695329511,True,10,1,19.56249999999,37.788029124086506,5,non_target,True
0,1,3,2,general,"[0.5, 0.5]","[0.32987279374068756, 0.6701272062593124]",1.25,2.25,3.5,0,1.25,0.0,0.47265321320381715,0.02734678679618287,2.0,0.8,gpt-4o,4,0.7142857142857143,1.6,0.75,True,1,2,1.25,2.0,5,non_target,False
1,1,0,0,general,"[0.5, 0.5]","[0.2085414304445915, 0.7914585695554085]",2.4999999999974998,1.0000000000025,3.5,0,2.4999999999974998,0.19999999999999998,0.979308887728912,0.02734678679618287,4.598051269528951,0.8,gpt-4o,4,0.7142857142857143,1.8392205078134198,2.0980512695314513,True,2,2,3.7499999999974998,6.598051269528951,5,non_target,True
1,1,0,0,general,"[0.5, 0.5]","[0.2275945882107433, 0.7724054117892567]",2.4999999999974998,1.0000000000025,3.5,0,2.4999999999974998,0.30000000000000004,0.9820137900369085,0.02734678679618287,4.894585164475223,0.8,gpt-4o,4,0.7142857142857143,1.9578340657920472,2.394585164477723,True,3,2,6.2499999999949996,11.492636434004174,5,non_target,True
0,1,3,2,general,"[0.5, 0.5]","[0.5155362552105347, 0.4844637447894653]",2.4997781622460025e-12,3.4999999999975,3.5,0,2.4997781622460025e-12,0.4,0.01562927004640708,0.02734678679618287,1.3147613702275027,0.8,gpt-4o,4,0.7142857142857143,1314761370.2275026,1.314761370225003,True,4,2,6.249999999997499,12.807397804231677,5,non_target,True
1,1,0,0,general,"[0.5, 0.5]","[0.28382972269341733, 0.7161702773065827]",2.4999999999974998,1.0000000000025,3.5,0,2.4999999999974998,0.4,0.9843707299515929,0.02734678679618287,5.189727209848246,0.8,gpt-4o,4,0.7142857142857143,2.0758908839413746,2.689727209850746,True,5,2,8.749999999994998,17.997125014079923,5,non_target,True
